i	val
0	1073741823.999999
1	35791394.133334
2	2468372.009195
3	264468.429557
4	39180.508082
5	7534.713093
6	1808.331142
7	527.429916
8	183.453884
9	75.049316
10	35.737770
11	19.655773
12	12.414173
13	8.965791
14	7.383593
15	6.922118
16	7.383593
17	8.965791
18	12.414173
19	19.655773
20	35.737770
21	75.049316
22	183.453884
23	527.429916
24	1808.331142
25	7534.713093
26	39180.508082
27	264468.429557
28	2468372.009195
29	35791394.133334
30	1073741823.999999
