i	val
0	32768.000000
1	2184.533333
2	312.076190
3	72.017582
4	24.005861
5	10.911755
6	6.547053
7	5.092152
8	5.092152
9	6.547053
10	10.911755
11	24.005861
12	72.017582
13	312.076190
14	2184.533333
15	32768.000000
